stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,20,8,11.366210350205751,7.335111324625854,4.006121797604244,20.361609758849944,27.422338412770475,30.757678444235758,31.591513452102085,1.0,10050.0,21.6987086566105,19.129725673249915,0.7121320343559642,22.558315303556718
single_holdout_frame,support_tail,3,3,4.626943011864971,3.843137753562394,2.775321142989615,6.47041741731087,6.932304451601026,7.301814079033152,7.3941914858911835,0.02485696963887217,12333.333333333334,28.333333333333332,29.880122054474715,0.6666666666666666,2.6709395085188024
multi_holdout_ge2_frame,support_reference,17,5,12.174198728548706,7.951341954813524,4.496099796937377,22.64204255508079,28.080629208454408,30.88933660337255,31.591513452102085,0.9751430303611276,9647.058823529413,20.527892537188823,17.2325969000926,0.7201553345364284,26.067852208563405
multi_holdout_ge3_frame,support_reference,15,4,12.427601947257692,8.02764179816483,4.496099796937377,24.16233108590135,28.519489738910366,30.97710870946374,31.591513452102085,0.8966120146017681,9500.0,21.53161154214733,17.96265690897042,0.6276142374915398,25.962410966298062
alt_9_12km,high_alt_tail,5,4,18.924848892738506,13.623026279459399,7.078066860435879,29.836071330278248,30.713792391190164,31.4159692399197,31.591513452102085,0.6930642086257991,9700.0,21.4,14.710648105613942,0.4,1.1142922729215488
alt_12km_plus,high_alt_tail,9,7,7.7455603649526585,5.721628130422619,4.496099796937377,9.835646287400879,14.718555890420259,18.62488357283577,19.601465493439648,0.20897138518279576,14111.111111111111,27.998743524910378,26.64996142058402,0.9349126180414551,40.966342839214626
alt_12km_plus_single_holdout,combined_tail,2,2,5.58464301351263,5.0847563144403995,5.0847563144403995,6.932304451601027,7.163247968746105,7.348002782462168,7.3941914858911835,0.0241412334487429,14000.0,30.0,32.090628730613936,0.5,4.006409262778203
context_only_nearest_support,context_tail,8,6,11.965599924624872,7.5339498137908505,4.9705895358967105,14.432100837935735,23.0118071450189,29.875572190685443,31.591513452102085,0.44329983426772773,9937.5,15.375,13.812385391022607,0.5517766952966369,0.0
alt_12km_plus_context_only,combined_tail,3,3,4.380494992585972,4.238833404927679,4.496099796937377,5.255283379272311,5.350181327064178,5.426099685297671,5.445079274856044,0.022279541921455086,14333.333333333334,18.333333333333332,18.823385624040117,0.6666666666666666,0.0
single_holdout_context_only,combined_tail,2,2,2.185376074627956,2.0676108873979997,2.0676108873979997,2.633779091871292,2.7045501174304536,2.761166937877783,2.775321142989615,0.0036967577332964697,11500.0,23.0,23.016362927534026,0.5,0.0
nearest_context_wind,support_tail,12,6,9.82787585309461,5.543672607784124,2.9936543658923425,6.96504622092267,18.109117826685655,28.895034327018816,31.591513452102085,0.44857926574897034,9166.666666666666,18.414514427684164,17.12864196210735,0.45118446353109126,11.915821273465594
nearest_current_wind_train,support_reference,8,5,13.345266150851042,10.022269399888447,5.962696730443739,21.8818982896705,24.54240321860649,26.670807161755288,27.20290814754249,0.5514207342510297,11375.0,26.625,22.13135123996377,1.1035533905932737,38.5220563486934
nearest_distance_gt4vox,remote_support_tail,0,0,,,,,,,,0.0,,,,,
role_gap_ge30mps,role_conflict_tail,4,3,12.344365911741045,10.14115513055901,8.875583720000662,17.991532937926817,18.79649921568323,19.440472237888365,19.601465493439648,0.23590448115123597,12250.0,27.997172931048347,22.15334113668358,1.1035533905932737,99.62312125506139
role_conflict_at_point,role_conflict_tail,7,4,18.31516575424156,14.30121201705289,14.23502364173021,28.95835026936633,30.274931860734203,31.328197133828507,31.591513452102085,0.908779188657249,10714.285714285714,26.710596161744284,19.651105184587266,0.7734590803390136,58.641986619956405
qc_review_flag,qc_tail,14,7,13.351024590143192,9.199183512685352,4.9705895358967105,24.922475351311647,28.738920004138347,31.020994762509336,31.591513452102085,0.9658192415473772,10392.857142857143,20.855298080872142,16.6007584835389,0.7020305089104423,29.320993309978203
no_qc_review_flag,clean_reference,6,4,3.8365945839588083,2.985609552487018,2.2911794654986317,5.962696730443739,6.678444108167461,7.251042010346439,7.3941914858911835,0.03418075845262279,9250.0,23.666666666666668,25.03064911590896,0.7357022603955158,6.778733288573247
high_vector_error_ge30mps,error_tail,1,1,31.591513452102085,31.591513452102085,31.591513452102085,31.591513452102085,31.591513452102085,31.591513452102085,31.591513452102085,0.3862597813775997,9000.0,18.0,15.64620065074718,0.0,0.0
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
