stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,21,8,6.043557616053316,4.728262190939986,3.679880062743056,9.43628887632364,9.954531451640868,15.372296116893862,16.726737283207104,1.0,10309.52380952381,22.95182419105867,20.715038789776575,1.5649463557977894,14.448586855757636
single_holdout_frame,support_tail,2,2,7.062814368869496,5.3877523871480575,5.3877523871480575,9.041175638742306,9.497853545191587,9.863195870351012,9.954531451640868,0.13007114135118406,14000.0,23.0,21.487014058804107,1.4142135623730951,0.0
multi_holdout_ge2_frame,support_reference,19,6,5.926078263917609,4.658842170286505,3.679880062743056,8.411063822003666,10.165333717011972,15.414456569968083,16.726737283207104,0.8699288586488161,9921.052631578947,22.946753053275373,20.6337782351421,1.5808129656319678,15.969490735311075
multi_holdout_ge3_frame,support_reference,15,4,6.222982550656261,4.74211582707444,3.679880062743056,8.923676349163653,11.623423398388672,15.706074506243414,16.726737283207104,0.7573276220613074,9833.333333333334,23.599220534148806,21.583433468347675,1.4157378651666526,8.01009724778427
alt_9_12km,high_alt_tail,6,5,4.561074170074443,3.9983748127922127,4.112850004838551,6.2616215659384,7.208189562181037,7.965443959175147,8.154757558423674,0.16273497114425198,10333.333333333334,22.0,20.36946467961673,1.0690355937288492,4.370874029011878
alt_12km_plus,high_alt_tail,9,8,5.978063228735816,5.041632031572344,4.713762002306204,9.539937391387086,9.747234421513976,9.91307204561549,9.954531451640868,0.41933285351778665,14055.555555555555,33.55555555555556,31.63624612794227,1.5627216780273312,27.427788803215392
alt_12km_plus_single_holdout,combined_tail,2,2,7.062814368869496,5.3877523871480575,5.3877523871480575,9.041175638742306,9.497853545191587,9.863195870351012,9.954531451640868,0.13007114135118406,14000.0,23.0,21.487014058804107,1.4142135623730951,0.0
context_only_nearest_support,context_tail,4,4,5.567349950825084,4.411956216614229,3.436160046080398,8.163399301982286,9.058965376811575,9.775418236675009,9.954531451640868,0.16164132614336527,10875.0,19.5,18.792613176493738,1.2071067811865475,0.0
alt_12km_plus_context_only,combined_tail,2,2,7.062814368869496,5.3877523871480575,5.3877523871480575,9.041175638742306,9.497853545191587,9.863195870351012,9.954531451640868,0.13007114135118406,14000.0,23.0,21.487014058804107,1.4142135623730951,0.0
single_holdout_context_only,combined_tail,2,2,7.062814368869496,5.3877523871480575,5.3877523871480575,9.041175638742306,9.497853545191587,9.863195870351012,9.954531451640868,0.13007114135118406,14000.0,23.0,21.487014058804107,1.4142135623730951,0.0
nearest_context_wind,support_tail,9,7,4.967216360932742,3.9721920306930008,2.888229139381872,8.514712337067113,9.234621894353989,9.810549540183493,9.954531451640868,0.28951031091064455,9555.555555555555,18.554256445803567,16.614947485992676,0.9158489652354762,22.89430628851771
nearest_current_wind_train,support_reference,12,6,6.738924348160813,5.295314811125225,3.960744559820617,9.187855009101797,12.716990659421194,15.924787958449928,16.726737283207104,0.7104896890893555,10875.0,26.25,23.7901072676145,2.0517693987195247,8.114297281187584
nearest_distance_gt4vox,remote_support_tail,2,2,12.092570223665213,10.143591175945717,10.143591175945717,15.410108061754826,16.068422672480963,16.595074361061876,16.726737283207104,0.3812963109820761,2500.0,10.5,0.479206643627112,5.192582403567252,10.462530214969563
role_gap_ge30mps,role_conflict_tail,1,1,2.505382983084328,2.505382983084328,2.505382983084328,2.505382983084328,2.505382983084328,2.505382983084328,2.505382983084328,0.008183585389176327,13000.0,37.00000000000001,34.85138098616329,1.0,173.348045183151
role_conflict_at_point,role_conflict_tail,6,5,4.509662451377091,3.9129347551245672,3.244736967931626,6.87341442984239,6.912682316973795,6.9440966266789195,6.9519502041052,0.15908700077933777,11916.666666666666,30.5,29.606060110406105,1.3333333333333333,34.16362331862536
qc_review_flag,qc_tail,9,7,5.05668857094746,4.126815827158378,2.888229139381872,7.552466453612334,8.7534989526266,9.714324951838014,9.954531451640868,0.3000338782643319,11777.777777777777,26.11111111111111,24.882285275440008,1.3142696805273546,22.775748879083572
no_qc_review_flag,clean_reference,12,6,6.688830665730003,5.179346963776193,3.960744559820617,9.308135744533644,12.716990659421194,15.924787958449928,16.726737283207104,0.6999661217356681,9208.333333333334,20.58235900101934,17.589603925528994,1.7529538622506158,8.203215338263188
high_vector_error_ge30mps,error_tail,0,0,,,,,,,,0.0,,,,,
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
