stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,24,8,11.346113960075714,8.272242779696578,7.523519044741361,15.16382717016414,25.76689169524941,30.18737255461381,30.97699488269694,1.0,9562.5,22.019782785634856,18.056596684498306,1.8407690593733967,5.938146570710246
single_holdout_frame,support_tail,3,3,5.539340422940656,4.033803392543766,1.6553030527322548,7.844278858513201,8.617900834235817,9.236798414813913,9.391522809958436,0.029794207765240936,8833.333333333334,20.333333333333332,17.986078876391545,1.0487547899806575,2.5455871130028846
multi_holdout_ge2_frame,support_reference,21,5,11.947445176025683,8.877734120718408,8.770978687294612,15.697436788718205,27.54385432581377,30.290366771320308,30.97699488269694,0.9702057922347589,9666.666666666666,22.260704135963643,18.06667065708499,1.9539139550009312,6.4227979218112985
multi_holdout_ge3_frame,support_reference,17,3,12.95956907177075,9.85950606049998,9.487473864407743,20.436003803556435,28.2304824371904,30.42769239359563,30.97699488269694,0.9241118058328022,9529.411764705883,22.61616393266097,17.59083639895662,2.2960113561776208,6.813339793123762
alt_9_12km,high_alt_tail,7,6,12.479414289024554,8.941776595838778,6.276059402188111,19.368784566448305,23.456319446131026,26.726347349877216,27.54385432581377,0.35284252464360705,10357.142857142857,22.142857142857142,19.614569038603133,2.238607391405883,1.3980077958976072
alt_12km_plus,high_alt_tail,8,5,13.370039063832609,10.016582735773342,9.350425812326892,18.132225803466632,24.55461034308178,29.692517974773903,30.97699488269694,0.4628601747893584,13937.5,30.55934835690456,24.22910973428304,2.1196278709863376,9.911257663159986
alt_12km_plus_single_holdout,combined_tail,0,0,,,,,,,,0.0,,,,,
context_only_nearest_support,context_tail,11,7,15.086910939217436,11.747555360934234,9.487473864407743,27.54385432581377,29.260424604255356,30.63368082700862,30.97699488269694,0.8103783204907531,8863.636363636364,20.363636363636363,13.865245510052535,2.5735852238669183,0.0
alt_12km_plus_context_only,combined_tail,2,2,23.193752159704005,20.88122556653974,20.88122556653974,28.957841019465498,29.967417951081217,30.775079496373795,30.97699488269694,0.3482302508014813,14500.0,39.5,18.910651155163794,6.112486080160912,0.0
single_holdout_context_only,combined_tail,2,2,6.743171690174971,5.523412931345345,5.523412931345346,8.617900834235819,9.004711822097127,9.314160612386175,9.391522809958436,0.02943424540475519,10250.0,17.5,13.64018321958125,0.8660254037844386,0.0
nearest_context_wind,support_tail,15,7,13.626804787309062,10.547218640407767,9.487473864407743,22.805287310975537,28.573796492878717,30.496355204733295,30.97699488269694,0.9015167569644981,9766.666666666666,22.2,15.725075678584034,2.069432551340332,6.328741136811444
nearest_current_wind_train,support_reference,9,3,5.814504060337793,4.480616345177929,2.2027864408081483,9.814445848715643,10.088817841853848,10.308315436364412,10.363189834992053,0.098483243035502,9222.222222222223,21.719420761692945,21.942465027688765,1.4596632394285047,5.287155627208248
nearest_distance_gt4vox,remote_support_tail,2,1,24.01359491154148,22.447866471450798,22.447866471450798,29.271169200447712,30.124082041572326,30.806412314472016,30.97699488269694,0.3732835328522205,12500.0,28.0,15.306927223159088,9.003651071723546,0.0
role_gap_ge30mps,role_conflict_tail,1,1,12.627324769510794,12.627324769510794,12.627324769510794,12.627324769510794,12.627324769510794,12.627324769510794,12.627324769510794,0.05160801756139002,12500.0,22.0,10.003253257170122,0.0,46.05689262435639
role_conflict_at_point,role_conflict_tail,3,2,11.81838470840147,10.650985511086132,12.627324769510794,15.083414384876724,15.390425586797464,15.636034548334058,15.697436788718205,0.1356225719866562,9833.333333333334,19.824928951745495,14.694588004528711,1.0487547899806575,15.35229754145213
qc_review_flag,qc_tail,13,7,14.348349752814503,11.190663747293597,9.487473864407743,25.174570818394663,28.91711054856703,30.565018015870955,30.97699488269694,0.8662469865910415,9461.538461538461,20.959598988864347,14.729517563380377,2.310883713084998,3.5428378941812606
no_qc_review_flag,clean_reference,11,5,6.129262299541615,4.82319981799101,2.2027864408081483,9.929872937359171,10.146531386175612,10.319858145228764,10.363189834992053,0.13375301340895854,9681.818181818182,23.272727272727273,21.98859928218313,1.2851790140778674,8.768965915699047
high_vector_error_ge30mps,error_tail,1,1,30.97699488269694,30.97699488269694,30.97699488269694,30.97699488269694,30.97699488269694,30.97699488269694,30.97699488269694,0.31057968398602487,14500.0,31.0,0.023024417950268855,11.224972160321824,0.0
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
