stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,22,8,17.39057296560708,9.479002624672326,4.515911011676041,25.335768350947568,35.034550197837376,58.6554409631443,64.82213260121097,1.0,10045.454545454546,22.90909090909091,17.02590092542518,0.9317325872874652,10.026708296526897
single_holdout_frame,support_tail,1,1,4.989544925326434,4.989544925326434,4.989544925326434,4.989544925326434,4.989544925326434,4.989544925326434,4.989544925326434,0.003741721091775873,9500.0,18.0,13.015472643704063,0.0,0.0
multi_holdout_ge2_frame,support_reference,21,7,17.76648672162662,9.69278632464118,4.466587579448869,27.009251787387544,35.45693432470316,58.94909294590943,64.82213260121097,0.9962582789082242,10071.42857142857,23.142857142857142,17.216873700745232,0.9761008057297254,10.50417059636151
multi_holdout_ge3_frame,support_reference,13,3,12.86324783223346,7.836819206895161,4.3974867806753295,22.715897591445202,30.38832480231378,34.44321242022528,35.45693432470316,0.32329140895603653,10269.23076923077,19.307692307692307,16.542083829048916,1.065218106188565,11.031615934642769
alt_9_12km,high_alt_tail,7,6,24.911599542898138,13.128713989868688,4.989544925326434,29.961298170578566,47.39171538589471,61.336049158147695,64.82213260121097,0.6529062189297747,9785.714285714286,24.714285714285715,14.036219498934456,1.1997636625240242,1.0316523461575229
alt_12km_plus,high_alt_tail,9,6,15.47806242421146,10.274515335462224,5.192511969674278,28.69878829485067,32.077861309776914,34.781119721717914,35.45693432470316,0.32405985590978187,13888.888888888889,26.444444444444443,21.77952603188612,0.8737448116840303,18.404176137873126
alt_12km_plus_single_holdout,combined_tail,0,0,,,,,,,,0.0,,,,,
context_only_nearest_support,context_tail,10,7,21.2751554740571,11.52085637436224,5.367496388675017,15.729188940809772,40.27566077101032,59.91283823517086,64.82213260121097,0.6802914651158757,9650.0,28.6,18.86054229759254,1.2335839260155854,0.0
alt_12km_plus_context_only,combined_tail,2,2,6.109609301205915,6.049242774254129,6.049242774254129,6.73462741791801,6.820300498375995,6.888838962742383,6.90597357883398,0.011220350163948092,14500.0,37.5,32.51301955285922,1.9318516525781364,0.0
single_holdout_context_only,combined_tail,1,1,4.989544925326434,4.989544925326434,4.989544925326434,4.989544925326434,4.989544925326434,4.989544925326434,4.989544925326434,0.003741721091775873,9500.0,18.0,13.015472643704063,0.0,0.0
nearest_context_wind,support_tail,18,8,18.124414163414308,9.79164419971737,4.777389684614823,17.829172493502174,39.86171406617929,59.83004889420459,64.82213260121097,0.8886893956873155,9416.666666666666,22.944444444444443,16.755928144901105,0.796435514453103,7.920405931664899
nearest_current_wind_train,support_reference,4,3,13.607035126918412,8.072115536969633,2.2424673362328296,19.71632404858205,23.362787917984786,26.27995901350699,27.009251787387544,0.11131060431268448,12875.0,22.75,18.24077843778351,1.540569415042095,19.50506893840588
nearest_distance_gt4vox,remote_support_tail,0,0,,,,,,,,0.0,,,,,
role_gap_ge30mps,role_conflict_tail,2,2,6.217067302927388,5.5335421858765175,5.5335421858765175,7.800781808149031,8.084186760933095,8.310910723160346,8.36759171371716,0.011618516276960433,13500.0,31.5,28.19972679092364,0.5,63.232053768045
role_conflict_at_point,role_conflict_tail,6,5,28.910503857396154,17.707331270871066,5.5335421858765175,45.915692194299254,55.36891239775511,62.9314885605198,64.82213260121097,0.7537235919963006,9416.666666666666,38.333333333333336,23.411444501094085,0.5,27.728739536116354
qc_review_flag,qc_tail,16,8,20.304727160382903,12.005459568271313,5.367496388675017,31.233093056045355,42.798233893830115,60.417352859734784,64.82213260121097,0.9914340637091942,9687.5,27.625,19.309680053139985,0.9584899537597408,11.465067399828378
no_qc_review_flag,clean_reference,6,3,3.082031166423257,2.7417841084083654,2.592678578197571,4.4087734878084275,4.437680533628648,4.460806170284825,4.466587579448869,0.008565936290805723,11000.0,10.333333333333334,10.935823251519027,0.8603796100280633,6.191084021056279
high_vector_error_ge30mps,error_tail,2,2,52.24511013805642,50.13953346295706,50.13953346295706,61.88561277356019,63.353872687385575,64.52848061844588,64.82213260121097,0.8204853502687894,11500.0,60.99999999999999,25.324014669947715,1.0,8.534320590277952
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
