stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,17,8,21.45618272822111,9.02364747601686,3.0468311021254055,10.604313985383222,26.35482794103858,74.07096558820771,86.0,1.0,10882.35294117647,22.55670293894835,15.128932119237263,2.202138794065211,8.132823425594811
single_holdout_frame,support_tail,3,3,50.02060194545513,33.030554820077306,10.044833358106507,70.8089666716213,78.40448333581064,84.48089666716213,86.0,0.9591029846923086,10833.333333333334,40.666666666666664,9.648649186397494,5.432352846926118,3.7403613023891946
multi_holdout_ge2_frame,support_reference,14,5,4.781439984676075,3.8793101880039087,2.6283747029161217,6.849930293294625,8.77521992621809,10.90987192628225,11.443534926298293,0.04089701530769129,10892.857142857143,18.675996425865858,16.303278461988643,1.5099500684521596,9.07406530913887
multi_holdout_ge3_frame,support_reference,8,2,4.24290680321702,3.621720170303166,3.484695450710736,6.198590782787579,6.768512854481242,7.224450511836173,7.338434926174906,0.018401919743551935,10562.5,16.625,14.662642935822708,0.909739608441171,9.668515799904148
alt_9_12km,high_alt_tail,5,5,5.251980903372559,4.101358298616167,3.0468311021254055,8.012128604501504,9.028480981304003,9.841562882746006,10.044833358106507,0.01762229395168452,9900.0,17.8,15.704175264082187,1.0898979485566356,6.96086023406983
alt_12km_plus,high_alt_tail,8,6,30.62445639856892,13.706472478162288,2.6283747029161217,30.936904448322416,58.468452224161176,80.49369044483223,86.0,0.9586783600822727,13687.5,31.0,18.479254285218346,3.4170735270565658,9.261797815041412
alt_12km_plus_single_holdout,combined_tail,1,1,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.9450244891428752,12000.0,86.0,0.0,15.297058540778355,0.0
context_only_nearest_support,context_tail,4,4,43.68712955569408,27.50494209591242,10.7441841422024,63.6330604778895,74.81653023894472,83.76330604778893,86.0,0.9754683272358915,11000.0,40.0,15.014831168573483,6.436057267301531,0.0
alt_12km_plus_context_only,combined_tail,2,2,60.83752126139944,44.26570004962244,44.26570004962244,77.65314000992448,81.82657000496224,85.16531400099245,86.0,0.9458432701235564,13250.0,61.5,18.03481013301284,11.254080545853167,0.0
single_holdout_context_only,combined_tail,2,2,61.2245811630922,48.02241667905325,48.02241667905325,78.40448333581065,82.20224166790533,85.24044833358107,86.0,0.9579168256583813,10500.0,49.5,2.94440882231619,8.148529270389178,0.0
nearest_context_wind,support_tail,13,8,24.42939882670754,10.743461338163037,4.343861130004958,11.163794612659936,41.26612095577887,77.05322419115572,86.0,0.9913227480744915,10576.923076923076,24.076923076923077,15.040424064354813,2.5401650720565763,6.875012771264131
nearest_current_wind_train,support_reference,4,4,4.120387181122005,3.4342524240417855,2.326310601147644,5.926270338647154,6.632352632411028,7.19721846742213,7.338434926174906,0.008677251925508396,11875.0,17.615987490530504,15.416583297605222,1.1035533905932737,12.220708052169517
nearest_distance_gt4vox,remote_support_tail,2,2,60.83752126139944,44.26570004962244,44.26570004962244,77.65314000992448,81.82657000496224,85.16531400099245,86.0,0.9458432701235564,13250.0,61.5,18.03481013301284,11.254080545853167,0.0
role_gap_ge30mps,role_conflict_tail,1,1,2.63121963441573,2.63121963441573,2.63121963441573,2.63121963441573,2.63121963441573,2.63121963441573,2.63121963441573,0.0008846273510788058,14500.0,22.0,19.553717452200768,1.4142135623730951,37.53420582249571
role_conflict_at_point,role_conflict_tail,1,1,2.63121963441573,2.63121963441573,2.63121963441573,2.63121963441573,2.63121963441573,2.63121963441573,2.63121963441573,0.0008846273510788058,14500.0,22.0,19.553717452200768,1.4142135623730951,37.53420582249571
qc_review_flag,qc_tail,5,5,39.09267059700202,22.530197603613082,10.044833358106507,56.177413970519325,71.08870698525965,83.01774139705194,86.0,0.9763529545869704,11700.0,36.4,15.922608425298941,5.431688526315844,7.506841164499141
no_qc_review_flag,clean_reference,12,6,3.9271251307127337,3.395918256185103,2.8361804367709595,5.658503800075376,6.44284309922772,7.15931656078547,7.338434926174906,0.023647045413029685,10541.666666666666,16.788662496843504,14.79823365837823,0.8564930722941139,8.393649367718005
high_vector_error_ge30mps,error_tail,1,1,86.0,86.0,86.0,86.0,86.0,86.0,86.0,0.9450244891428752,12000.0,86.0,0.0,15.297058540778355,0.0
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
