stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,22,8,23.333183516990616,9.61819247309708,3.34594126065117,8.031843188552457,42.18519159140144,87.13447883270044,98.60577836731333,1.0,9568.181818181818,25.858621509517373,24.017509333614047,1.03608288201586,19.145609910080523
single_holdout_frame,support_tail,3,3,3.5338879869035593,3.515161453529057,3.3773966712854095,3.8856635378550823,3.9491968961762915,4.000023582833259,4.012730254497501,0.003127923619551627,11166.666666666666,26.333333333333332,26.813452283513968,1.1380711874576983,15.927283693457056
multi_holdout_ge2_frame,support_reference,19,5,25.06849445851404,10.581828949870978,3.31448585001693,15.254928139355032,49.44306607611532,88.77323590907378,98.60577836731333,0.9968720763804483,9315.78947368421,25.783667011020118,23.57604465731406,1.0199794653671488,19.65376668112633
multi_holdout_ge3_frame,support_reference,17,4,26.36436080724207,10.901442034068555,3.3050049047385044,21.46223181577318,54.90558966402628,89.86574062665592,98.60577836731333,0.9865355504474397,9794.117647058823,28.411702070924306,25.577921049461104,1.0811535201162252,20.698821353621465
alt_9_12km,high_alt_tail,5,5,2.9304047140880036,2.703554215086084,3.31448585001693,3.7585968212126644,3.8856635378550823,3.987316911169017,4.012730254497501,0.0035847142188353827,9600.0,19.6,20.28567485950554,0.765685424949238,22.9684870538206
alt_12km_plus,high_alt_tail,9,5,36.121779750181894,18.251344186699818,3.155357434804261,54.90558966402632,76.7556840156698,94.23575949698463,98.60577836731333,0.9804153798290703,13388.888888888889,39.22222222222222,33.700929175338196,1.3132368788511954,29.776027376059176
alt_12km_plus_single_holdout,combined_tail,1,1,3.155357434804261,3.155357434804261,3.155357434804261,3.155357434804261,3.155357434804261,3.155357434804261,3.155357434804261,0.0008312400329940038,13500.0,39.0,37.947582947486765,1.0,19.496265710839154
context_only_nearest_support,context_tail,5,3,44.29605918577187,23.2943971939384,5.100406976272497,61.74347690071557,80.17462763401443,94.91954822065355,98.60577836731333,0.8190860160678841,10800.0,38.2,22.220072739590712,0.765685424949238,0.0
alt_12km_plus_context_only,combined_tail,3,3,57.078212679921535,36.02219136289367,6.450024700818899,80.17462763401446,89.39020300066389,96.76266329398345,98.60577836731333,0.8160021649763607,13166.666666666666,52.333333333333336,25.774845399253454,0.8047378541243649,0.0
single_holdout_context_only,combined_tail,0,0,,,,,,,,0.0,,,,,
nearest_context_wind,support_tail,14,7,29.17370902583554,13.703479662018026,3.6636080522572154,33.20843710738603,63.099375045892614,91.50449770302914,98.60577836731333,0.9948111753665957,10000.0,25.8493384288335,22.75442786601439,0.96794162265926,18.857926046455326
nearest_current_wind_train,support_reference,8,4,2.7872430439576896,2.468939892485431,2.4176784115358174,4.037165554771757,4.058553153604121,4.075663232670012,4.079940752436484,0.00518882463340445,8812.5,25.874866900714153,26.227901901913448,1.1553300858899105,19.64905667142462
nearest_distance_gt4vox,remote_support_tail,0,0,,,,,,,,0.0,,,,,
role_gap_ge30mps,role_conflict_tail,4,3,22.026298731848804,12.043162018733364,1.638933970127253,31.35605593769006,37.66829921294729,42.7180938331531,43.98054248820456,0.16202139495056897,11125.0,24.0,30.791224851739962,0.9571067811865476,73.81140712192713
role_conflict_at_point,role_conflict_tail,5,2,19.77775016526997,10.362325665199995,1.4579601517862253,28.020301793897335,36.00042214105094,42.38451841877384,43.98054248820456,0.1632875613240174,10400.0,25.6,31.16785250536639,1.248528137423857,54.836882330017545
qc_review_flag,qc_tail,11,4,32.71100343725499,15.471139540804382,3.3050049047385044,43.98054248820456,71.29316042775895,93.14325477940248,98.60577836731333,0.9826746303934792,10454.545454545454,30.454545454545453,25.768748632796857,0.9155516192604978,28.054437810596497
no_qc_review_flag,clean_reference,11,7,4.343404218239102,3.7652454053897815,3.3773966712854095,7.656710916240439,7.865117734191561,8.031843188552457,8.07352455214268,0.017325369606520855,8681.818181818182,21.262697564489294,22.26627003443123,1.1566141447712226,10.236782009564545
high_vector_error_ge30mps,error_tail,2,2,76.34588281296014,71.29316042775895,71.29316042775895,93.14325477940245,95.8745165733579,98.05952600852224,98.60577836731333,0.973263785644563,13500.0,68.0,42.61452575798194,1.2071067811865475,68.16046181586037
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
