stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,19,8,11.632149511328073,6.990744401231539,4.528677972163531,13.882180056214015,23.575153373478887,37.32623351982216,40.764003556407964,1.0,10684.21052631579,27.463187805189065,23.89207593932388,1.1069796782797183,11.907971904731875
single_holdout_frame,support_tail,3,3,23.73794471662835,15.79039331618995,5.166204933858583,33.64444383189809,37.20422369415302,40.05204758395698,40.764003556407964,0.6575577952009045,9333.333333333334,26.21291424911121,10.768632864058416,0.47140452079103173,4.332501447702522
multi_holdout_ge2_frame,support_reference,16,5,7.417719851455358,5.340810229676835,4.316293413882957,9.803574918983783,14.36862387338385,20.20594967942177,21.665281130931255,0.3424422047990957,10937.5,27.697614096953657,26.352721515936157,1.226150020308847,13.32837261542488
multi_holdout_ge3_frame,support_reference,14,4,7.736729117568609,5.490408470934044,4.316293413882957,10.65670686640416,15.3415115077235,20.4005272062897,21.665281130931255,0.32596372051895384,11000.0,28.58298753937561,26.61540559856419,1.2584571660672539,15.09781350177593
alt_9_12km,high_alt_tail,3,3,12.58865934394434,8.379197763973576,1.8073946924538906,17.693703843235784,19.679492487083518,21.26812340216171,21.665281130931255,0.1849297000935685,10833.333333333334,29.49953681754938,23.371117915799015,1.1380711874576983,26.178245825176077
alt_12km_plus,high_alt_tail,10,7,13.871544085184025,7.809610442879911,3.627106118558065,14.81916466442203,27.79158411041497,38.16951966720938,40.764003556407964,0.7484728658446311,13600.0,33.8,28.378758981280647,1.2886349517372675,5.442969946363483
alt_12km_plus_single_holdout,combined_tail,2,2,28.84250669316457,21.102487507355637,21.102487507355637,36.8317003465975,38.79785195150273,40.37077323542692,40.764003556407964,0.6471760657383822,12750.0,36.0,15.395548613655539,0.7071067811865476,2.02445551363456
context_only_nearest_support,context_tail,7,5,17.7761102706881,11.506338360572895,4.528677972163531,29.304770101121946,35.03438682876494,39.61808021087935,40.764003556407964,0.8603951607883369,10642.857142857143,26.428571428571427,19.384623714674067,1.0591733660532994,0.0
alt_12km_plus_context_only,combined_tail,4,4,20.55657568060907,12.206074372066984,3.627106118558065,29.89340588113464,35.328704718771284,39.67694378888062,40.764003556407964,0.6574882288821762,13375.0,34.75,24.357812338381553,1.0,0.0
single_holdout_context_only,combined_tail,1,1,40.764003556407964,40.764003556407964,40.764003556407964,40.764003556407964,40.764003556407964,40.764003556407964,40.764003556407964,0.6463683896879964,12000.0,52.0,11.743750625626381,0.0,0.0
nearest_context_wind,support_tail,11,8,14.461697565478993,8.711597137215337,4.528677972163531,21.665281130931255,31.21464234366961,38.8541313138603,40.764003556407964,0.8948653308681229,9500.0,22.845632531449453,17.95887858604367,0.9600434483922787,8.462402140942462
nearest_current_wind_train,support_reference,8,4,5.812523995592592,4.624571889253813,4.003106524291151,8.687283259865383,10.311844023700047,11.61149263476778,11.936404787534714,0.10513466913187719,12312.5,33.812326306581014,32.05022230008417,1.3090169943749475,16.645630329942318
nearest_distance_gt4vox,remote_support_tail,0,0,,,,,,,,0.0,,,,,
role_gap_ge30mps,role_conflict_tail,3,2,4.586850413649569,3.494472761883477,1.8073946924538906,6.49807497883706,7.084410014634956,7.553478043273272,7.670745050432852,0.024551433620125154,8333.333333333334,25.387275183752838,25.38294293263498,0.9106836025229591,47.94262745703725
role_conflict_at_point,role_conflict_tail,7,2,5.041743907915056,4.204987488373244,5.369849016038261,7.445179583263115,7.557962316847983,7.648188503715878,7.670745050432852,0.06921274153989733,10500.0,30.880260793036932,30.608495333380176,1.138302683581238,25.245791480765472
qc_review_flag,qc_tail,14,6,13.065398539437316,7.85566292447307,4.9492634941008955,17.46692030678175,28.349833979848096,38.28116964109598,40.764003556407964,0.9296079023282343,10571.42857142857,28.654416110804185,24.996559524027123,1.0987380248172687,12.622895740382736
no_qc_review_flag,clean_reference,5,4,6.0160817298849585,4.568972536155245,2.6363640325440407,9.228324846064263,10.582364816799487,11.66559679338767,11.936404787534714,0.07039209767176585,11000.0,24.127748549466727,20.7995219021548,1.130056307974577,9.906185164909463
high_vector_error_ge30mps,error_tail,1,1,40.764003556407964,40.764003556407964,40.764003556407964,40.764003556407964,40.764003556407964,40.764003556407964,40.764003556407964,0.6463683896879964,12000.0,52.0,11.743750625626381,0.0,0.0
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
