stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,17,8,5.7302831976350035,4.923424539287244,4.958409890262056,9.284016789212078,9.375410468616959,9.662188981572935,9.73388360981193,1.0,10676.470588235294,26.568600937409236,27.138742689220944,1.374028557198368,4.562987399962536
single_holdout_frame,support_tail,3,3,8.58386460879113,8.450479859554946,9.282833193141318,9.643673526477807,9.688778568144869,9.724862601478517,9.73388360981193,0.39599151435691743,11500.0,29.0,27.86054312521124,1.8240453183331933,0.0
multi_holdout_ge2_frame,support_reference,14,5,4.907474467297643,4.167626970658452,4.2819618021097074,7.7458530422945,8.463053314858598,9.121244409626293,9.285792183318216,0.6040084856430826,10500.0,26.04758685256836,26.98407116722302,1.2775963940980481,5.540770414240223
multi_holdout_ge3_frame,support_reference,12,4,4.849513639796147,4.09413827432693,4.2819618021097074,7.730452138494138,8.589628525390847,9.146559451732744,9.285792183318216,0.5055644446580602,10583.333333333334,26.13885132799642,26.490973913973665,1.2208567949894071,5.915935457398226
alt_9_12km,high_alt_tail,3,3,5.539773965832933,4.21225941776166,2.0122395904458665,7.8310816647437465,8.55843692403098,9.14032113146077,9.285792183318216,0.16493174411965542,10000.0,24.666666666666668,22.15726301957444,0.6666666666666666,2.519951932786933
alt_12km_plus,high_alt_tail,9,7,5.700498421237591,5.065148228801967,5.011816992949795,8.36280878435897,9.048346197085449,9.596776127266633,9.73388360981193,0.523922531419727,13666.666666666666,34.55555555555556,33.922584515358835,1.9287206080413617,7.04792996560199
alt_12km_plus_single_holdout,combined_tail,2,2,8.212100911900817,8.034303192761758,8.034303192761758,9.393967526401896,9.563925568106912,9.699892001470927,9.73388360981193,0.2416225466633161,13250.0,39.5,33.46081329311495,2.23606797749979,0.0
context_only_nearest_support,context_tail,9,6,6.370391372025755,5.533688124176722,5.1241606829798085,9.375410468616959,9.554647039214444,9.698036295692432,9.73388360981193,0.6542950660627321,10388.888888888889,24.40735732621745,23.09112908484314,1.0524595505555088,0.0
alt_12km_plus_context_only,combined_tail,4,4,6.639994972830994,6.2736374177582395,5.729441729345698,8.714135359581828,9.224009484696877,9.631908784788918,9.73388360981193,0.31593256927990704,13250.0,33.25,29.453360799523438,1.618033988749895,0.0
single_holdout_context_only,combined_tail,3,3,8.58386460879113,8.450479859554946,9.282833193141318,9.643673526477807,9.688778568144869,9.724862601478517,9.73388360981193,0.39599151435691743,11500.0,29.0,27.86054312521124,1.8240453183331933,0.0
nearest_context_wind,support_tail,13,7,5.928679954369863,4.989272921433551,5.011816992949795,9.285200385282836,9.465028753915702,9.680112638632684,9.73388360981193,0.8185746148845656,11153.846153846154,29.205093533535155,29.139877823879324,1.086339807297882,1.8421590739181295
nearest_current_wind_train,support_reference,4,2,5.031756053038419,4.7094172973117505,4.810275445975918,6.461781271706091,6.783932282015526,7.0416530902630745,7.106083292324962,0.18142538511543435,9125.0,18.0,20.635053501581197,2.3090169943749475,13.405679459606858
nearest_distance_gt4vox,remote_support_tail,0,0,,,,,,,,0.0,,,,,
role_gap_ge30mps,role_conflict_tail,1,1,4.662141001689782,4.662141001689782,4.662141001689782,4.662141001689782,4.662141001689782,4.662141001689782,4.662141001689782,0.038937648045457934,14500.0,19.0,15.696495546339838,4.0,47.04315752784303
role_conflict_at_point,role_conflict_tail,2,2,3.7449475858432044,3.231453581250353,3.231453581250353,4.745619262633918,4.934889972806863,5.08630654094522,5.1241606829798085,0.05024818622870492,11250.0,24.499999999999996,24.006657075271193,0.5,3.7799278991803993
qc_review_flag,qc_tail,13,8,5.503096143262516,4.507835916488509,3.9017826025296327,9.285200385282836,9.465028753915702,9.680112638632684,9.73388360981193,0.7052717037888917,11346.153846153846,27.743555071996695,26.774452484954125,1.2852464563461052,4.384828898014811
no_qc_review_flag,clean_reference,4,4,6.413298699202826,6.2740875633831354,6.058950142637379,7.745853042294499,7.882946560145114,7.992621374425606,8.020040077995729,0.2947282962111083,8500.0,22.75,28.322685853088114,1.6625703849682212,5.142002531292645
high_vector_error_ge30mps,error_tail,0,0,,,,,,,,0.0,,,,,
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
