stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,31,8,8.076899386241015,5.243030576431256,3.8205697664464133,9.59501691284424,11.1980247636889,28.518755749247482,35.46040354300194,1.0,10032.258064516129,29.27609473923804,27.256700102448,1.1215745966071695,6.466434286299786
single_holdout_frame,support_tail,1,1,2.826490060845044,2.826490060845044,2.826490060845044,2.826490060845044,2.826490060845044,2.826490060845044,2.826490060845044,0.003950425587563944,12500.0,37.0,36.53193277465584,1.4142135623730951,10.61146360876475
multi_holdout_ge2_frame,support_reference,30,7,8.194177543628605,5.323581926950796,3.8880833441951896,9.64296241791555,11.310380043702052,28.75014400903933,35.46040354300194,0.9960495744124361,9950.0,29.018631230545974,26.94752568004107,1.1118199644149722,6.32826664221762
multi_holdout_ge3_frame,support_reference,26,5,5.056098153603344,4.152853769253304,3.125332009130096,8.690481724456022,9.954608200879058,11.759801163754688,12.321577563820473,0.3286648811440173,9980.76923076923,30.329189881399202,28.917632382592153,0.9123595904514754,6.561154382681607
alt_9_12km,high_alt_tail,5,4,3.551964678829378,3.373758905349001,3.2607797601677486,4.646835490452456,4.736346702985998,4.807955673012831,4.825857915519539,0.03119293509546531,10900.0,34.2,34.11415006597699,0.8,6.050039274622788
alt_12km_plus,high_alt_tail,14,8,10.111168922099965,5.5782391390730135,2.8988522981387153,6.17996461771551,16.60516529423119,31.689355893247768,35.46040354300194,0.7077497554513427,13642.857142857143,35.297144904026894,33.54492145816888,1.3372392394098829,6.944500352411309
alt_12km_plus_single_holdout,combined_tail,1,1,2.826490060845044,2.826490060845044,2.826490060845044,2.826490060845044,2.826490060845044,2.826490060845044,2.826490060845044,0.003950425587563944,12500.0,37.0,36.53193277465584,1.4142135623730951,10.61146360876475
context_only_nearest_support,context_tail,7,4,14.116702759356302,8.590015200125244,5.374703658422055,18.855729338841467,27.15806644092168,33.799936122585876,35.46040354300194,0.6897846743799787,9142.857142857143,23.355446991308725,18.877448350921053,0.42857142857142855,0.0
alt_12km_plus_context_only,combined_tail,3,3,20.725041166887785,13.87942717093357,5.54441109532675,29.477205053466903,32.46880429823442,34.86208369404844,35.46040354300194,0.6371783615192319,14500.0,39.666666666666664,33.95651490209789,0.6666666666666666,0.0
single_holdout_context_only,combined_tail,0,0,,,,,,,,0.0,,,,,
nearest_context_wind,support_tail,15,7,10.94944059172848,7.156266836545197,4.952228093730535,11.422735323715214,19.26322535757489,32.22096790591652,35.46040354300194,0.88925042731997,8666.666666666666,22.89917595862123,19.782496727447906,0.4942809041582063,4.980322296260217
nearest_current_wind_train,support_reference,16,6,3.741420815365506,3.4493715825744378,2.9805493967624157,5.57381800911474,6.113042524497612,6.384484263890933,6.452344698739263,0.11074957268003022,11312.5,35.254456096066306,34.26376576651059,1.7096624332780723,7.859664276961881
nearest_distance_gt4vox,remote_support_tail,1,1,5.9999417997503945,5.9999417997503945,5.9999417997503945,5.9999417997503945,5.9999417997503945,5.9999417997503945,5.9999417997503945,0.01780094407221665,2500.0,6.0,0.00018834856092419562,6.6332495807108,0.0
role_gap_ge30mps,role_conflict_tail,0,0,,,,,,,,0.0,,,,,
role_conflict_at_point,role_conflict_tail,10,5,12.78648123680834,8.552521873960893,4.3863989300884745,14.63546016173861,25.047931852370255,33.37790920487561,35.46040354300194,0.8084460653177423,8100.0,34.039890826000274,30.160214369445605,0.682842712474619,7.170521816053766
qc_review_flag,qc_tail,15,6,10.6484961923546,6.699137546828426,3.8205697664464133,11.23095330342998,19.26322535757489,32.22096790591652,35.46040354300194,0.84104024759513,8866.666666666666,36.72633120832798,33.60651739705308,0.6552284749830793,4.780347877369177
no_qc_review_flag,clean_reference,16,5,4.48238459960501,3.8779302916839096,3.4634057286881768,6.226143249244829,7.357876514943779,9.531152873834618,10.074471963557329,0.15895975240487012,11125.0,22.291498049466224,21.303746388755734,1.558774085629754,8.047140294672232
high_vector_error_ge30mps,error_tail,1,1,35.46040354300194,35.46040354300194,35.46040354300194,35.46040354300194,35.46040354300194,35.46040354300194,35.46040354300194,0.6217793686317186,14500.0,26.0,14.067648396366538,0.0,0.0
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
