stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,24,8,6.412455283911571,4.197602430315238,3.1150949494265534,7.902766767482132,9.166811535946639,20.55860292278754,23.897142866892967,1.0,9916.666666666666,21.179521595829904,22.231161547171514,1.2437947664980882,5.378788411991176
single_holdout_frame,support_tail,3,3,2.648957142146253,2.0226690583891362,1.008672231968452,3.7470536094583315,4.089351281644566,4.363189419393554,4.431648953830801,0.021330998117398678,10000.0,29.99944153827451,28.46380708585176,2.1573786516665265,5.24091108537275
multi_holdout_ge2_frame,support_reference,21,5,6.781694775585184,4.508307197733252,3.1501018724025425,7.948816674775686,9.381751805565045,20.994064654627394,23.897142866892967,0.9786690018826013,9904.761904761905,19.919533032623534,21.34078361307433,1.1132827829025969,5.398485172936665
multi_holdout_ge3_frame,support_reference,17,3,4.716821313861924,3.867614544390663,3.1501018724025425,7.856716860188577,8.235403700933556,9.152482184638748,9.381751805565045,0.38325499956004194,9676.470588235294,19.60648198147613,19.796253050540905,0.949580615497338,4.581674883183335
alt_9_12km,high_alt_tail,5,4,3.713989560040401,3.338864746126884,4.222112234420336,4.924437565230214,5.088700435696685,5.2201107320698625,5.252963306163156,0.06988619900127065,10500.0,18.862038737018832,18.224857930085193,1.3772699034745348,5.829097560066894
alt_12km_plus,high_alt_tail,11,6,4.475925968810084,3.492039518801164,3.1501018724025425,7.795316983797171,8.588534394681108,9.223108323388258,9.381751805565045,0.22330504432181514,13454.545454545454,29.27257496498396,29.922226821290817,1.4298779000983317,6.337223508042749
alt_12km_plus_single_holdout,combined_tail,1,1,1.008672231968452,1.008672231968452,1.008672231968452,1.008672231968452,1.008672231968452,1.008672231968452,1.008672231968452,0.0010309561396416335,13500.0,43.99832461482354,43.310985800165454,1.0,0.0
context_only_nearest_support,context_tail,11,4,5.396087582220855,4.687033175065026,4.222112234420336,7.948816674775686,8.665284240170365,9.23845829248611,9.381751805565045,0.32455680844212265,11363.636363636364,19.033481971528165,18.973802692711086,1.1397562898173415,0.0
alt_12km_plus_context_only,combined_tail,7,3,5.374608147167099,4.436197811986508,3.998215624925424,8.429890912504321,8.905821359034682,9.286565716258972,9.381751805565045,0.20489516545073708,13357.142857142857,20.0,21.22326185175047,1.4461579465168088,0.0
single_holdout_context_only,combined_tail,0,0,,,,,,,,0.0,,,,,
nearest_context_wind,support_tail,17,6,4.430944761325628,3.5020757475036186,3.080088026450564,7.856716860188577,8.235403700933556,9.152482184638748,9.381751805565045,0.33820626801104847,10558.823529411764,18.72412904029966,18.760874208726445,0.9139599522347504,3.877121672254191
nearest_current_wind_train,support_reference,7,6,9.659224838104222,5.8867386600006,3.1501018724025425,13.786606189538222,18.84187452821558,22.88608919915748,23.897142866892967,0.661793731988952,8357.142857142857,27.14261780211765,30.659002226252387,2.044822172566194,9.025693351352425
nearest_distance_gt4vox,remote_support_tail,3,3,3.768552637952002,3.2193640482922246,4.431648953830801,4.702813232924972,4.736708767811743,4.763825195721161,4.770604302698515,0.0431728267559481,13000.0,24.666666666666668,24.181497403335474,4.53174719353908,4.447092815934442
role_gap_ge30mps,role_conflict_tail,1,1,3.1501018724025425,3.1501018724025425,3.1501018724025425,3.1501018724025425,3.1501018724025425,3.1501018724025425,3.1501018724025425,0.010055166276107879,14500.0,65.0,61.87979398222198,3.605551275463989,35.3365941847175
role_conflict_at_point,role_conflict_tail,3,3,3.1369010398758648,2.7131409898831733,3.080088026450564,4.1613367683547535,4.296492861092777,4.404617735283196,4.431648953830801,0.029913205191835258,8000.0,20.666666666666668,18.74397353006047,1.8240453183331933,5.24091108537275
qc_review_flag,qc_tail,14,6,5.001799798235003,4.269057267236914,4.11016392967288,7.902766767482132,8.45034397055196,9.195470238562427,9.381751805565045,0.35491201669598754,11142.857142857143,22.883450120486412,22.33371850424527,1.5439290298895947,3.6470948172025532
no_qc_review_flag,clean_reference,10,5,7.978834309178493,4.097565658624893,1.3937996181100627,8.731337850860836,16.314240358876887,22.380562365289755,23.897142866892967,0.6450879833040127,8200.0,18.794021661310786,22.087581807268247,0.823606797749979,7.803159444695249
high_vector_error_ge30mps,error_tail,0,0,,,,,,,,0.0,,,,,
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
