stratum,category,points,frames,point_weighted_rmse_vector,point_weighted_mae_vector,p50_vector_error,p90_vector_error,p95_vector_error,p99_vector_error,max_vector_error,sse_share_of_all_points,mean_alt_m,mean_truth_speed_mps,mean_prediction_speed_mps,mean_nearest_train_distance_vox,mean_nearest_role_gap_mps
all_holdout_points,official_baseline,23,8,11.26352067978042,6.749006539418331,4.009341566290639,11.721101124236002,29.827297687328436,35.85896264983306,37.0,1.0,10195.652173913044,21.477966191786987,17.079106954004004,1.4876601012384427,8.179461615180061
single_holdout_frame,support_tail,2,2,1.9136124393160452,1.9135213608855552,1.9135213608855552,1.9284573703080887,1.9303243714859053,1.9318179724281588,1.932191372663722,0.0025099311528622775,7750.0,14.5,14.46049492906974,1.2071067811865475,0.0
multi_holdout_ge2_frame,support_reference,21,6,11.772880117036816,7.209528937373833,4.2510607267873395,11.951777561932321,31.81346659015026,35.962693318030055,37.0,0.9974900688471378,10428.57142857143,22.142534400528604,17.328498575426316,1.514379465052909,8.958457959482924
multi_holdout_ge3_frame,support_reference,21,6,11.772880117036816,7.209528937373833,4.2510607267873395,11.951777561932321,31.81346659015026,35.962693318030055,37.0,0.9974900688471378,10428.57142857143,22.142534400528604,17.328498575426316,1.514379465052909,8.958457959482924
alt_9_12km,high_alt_tail,6,5,13.6765933001419,8.95061782332497,5.409251629905632,18.94936486476531,25.381415727457785,30.527056417611767,31.81346659015026,0.3846191979834247,11083.333333333334,25.665968600625348,19.02149125608401,0.8861041317259,2.864315034020668
alt_12km_plus,high_alt_tail,9,6,13.203200315792667,7.53163872707715,3.5289106544780853,16.038716298760583,26.51935814938028,34.90387162987606,37.0,0.53768110709786,13666.666666666666,27.888821196701727,22.982545388882816,2.7666175042365317,13.975479013064003
alt_12km_plus_single_holdout,combined_tail,1,1,1.932191372663722,1.932191372663722,1.932191372663722,1.932191372663722,1.932191372663722,1.932191372663722,1.932191372663722,0.0012794523601181722,12500.0,26.0,27.731935487657612,1.4142135623730951,0.0
context_only_nearest_support,context_tail,10,7,12.637030914199183,7.601730051884603,4.316956013108426,13.41855583610564,25.2092779180528,34.64185558361057,37.0,0.5472854954534457,9250.0,17.5,11.737528180537657,2.448534397575569,0.0
alt_12km_plus_context_only,combined_tail,4,4,19.394687906705858,13.409790798601263,7.353485910870663,29.13951861203522,33.0697593060176,36.21395186120351,37.0,0.5156433541534471,13875.0,26.5,16.72525589815677,5.6213359939389225,0.0
single_holdout_context_only,combined_tail,2,2,1.9136124393160452,1.9135213608855552,1.9135213608855552,1.9284573703080887,1.9303243714859053,1.9318179724281588,1.932191372663722,0.0025099311528622775,7750.0,14.5,14.46049492906974,1.2071067811865475,0.0
nearest_context_wind,support_tail,17,8,10.397928003549518,6.4189092285464495,4.2510607267873395,11.259748248843362,16.96142204954584,32.99228440990917,37.0,0.6298924108685481,9882.35294117647,19.58799339758309,15.972338558498151,1.4991378809268052,5.826734850442336
nearest_current_wind_train,support_reference,6,4,13.416105006976746,7.684282253555328,2.773985271701539,19.332617395348272,25.573041992749268,30.565381670670064,31.81346659015026,0.3701075891314519,11083.333333333334,26.832889108698026,20.21495074127058,1.455139725454749,14.845520781936946
nearest_distance_gt4vox,remote_support_tail,1,1,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.46916681987224085,14500.0,37.0,0.0,19.339079605813716,0.0
role_gap_ge30mps,role_conflict_tail,2,2,1.2655350598037454,1.2302041842839448,1.2302041842839448,1.4677606147171278,1.4974551685212756,1.521210811564594,1.5271497223254236,0.0010977468522760582,13500.0,25.99969538515777,25.754151961307517,0.7071067811865476,47.73895376025091
role_conflict_at_point,role_conflict_tail,7,4,5.021545734485241,3.396191416043671,1.538628977112439,7.186315964547315,9.569046763239811,11.475231402193817,11.951777561932321,0.06049183061413771,9785.714285714286,18.57096077464339,18.883046465123805,0.6306019374818707,20.97395636214198
qc_review_flag,qc_tail,18,8,12.43997501491675,7.3113392789612215,3.9589590072906216,17.910284270397717,32.591446601627716,36.11828932032554,37.0,0.9546306275469643,9555.555555555555,19.499818079027982,14.690505072276064,1.78978790713801,8.156538585277437
no_qc_review_flag,clean_reference,5,4,5.145581516151376,4.724608677063926,5.852603265217858,6.54516617607992,6.698467188313105,6.821107998099652,6.85176820054629,0.045369372453035704,12500.0,28.599299397719403,25.678073728224575,0.4,8.261984522829508
high_vector_error_ge30mps,error_tail,2,1,34.50432332681375,34.40673329507513,34.40673329507513,36.481346659015024,36.740673329507516,36.948134665901506,37.0,0.8160201213516217,12750.0,41.5,7.436242119862981,11.327852198084557,0.0
extreme_truth_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
extreme_prediction_speed_ge120mps,qc_tail,0,0,,,,,,,,0.0,,,,,
